"task","date","clock","id","name","expid","time","choice","itime","nprizes","pick1","choice1","pick2","choice2","pick3","choice3","task_","prizesL","prizesR","minT","maxT","Nlotteries","P0left","prize0","P1left","prize1","P2left","prize2","P3left","prize3","P0right","P1right","P2right","P3right","pairs","recency","ExpID","session","endowment","Age","sex","race","major","student","highest","father","mother","citizen","gpa","Smoke","loc_c","loc_i","loc_p","ucf0","lucf0","mucf0","ucf123","experienced","Female","Black","Asian","Hispanic","Over22","Business","Freshman","Sophomore","Junior","Senior","Graduate","EdExpect","EdFather","EdMother","Citizen","GPAhi","GPAlow","ExcessTime","timed","ID","evL","evR","ev","evDIFF","Wedding","Random","choice_","Race","Major","Student","Highest","Father","Mother","Citizens","Foreign","Marital","Married","GPA","nhhd","Houseincome","Hincome","Parentincome","Pincome","Fulltime","Asmoked","KnowBet","KnowWorldCup","Political","ra","loss","mixed","Clock","timeMAX","timeMIN","timetaken","experiment","random","evinfo","Choices","gain","Gain","Mixed","Loss","Frame","Endowment","stake","Date","Year","new","Nlott20","Nlott40","core","ll","ll_eut","ll_pt","p_eut","p_pt","RDa_prob0l_","RDpw_prob0l","RDdw_prob0l","RDa_prob1l_","RDpw_prob1l","RDdw_prob1l","RDa_prob2l_","RDpw_prob2l","RDdw_prob2l","RDa_prob3l_","RDpw_prob3l","RDdw_prob3l","RDa_prob0r_","RDpw_prob0r","RDdw_prob0r","RDa_prob1r_","RDpw_prob1r","RDdw_prob1r","RDa_prob2r_","RDpw_prob2r","RDdw_prob2r","RDa_prob3r_","RDpw_prob3r","RDdw_prob3r","CPTa_prob0l_l","CPTpw_prob0l_l","CPTdw_prob0l_l","CPTa_prob1l_l","CPTpw_prob1l_l","CPTdw_prob1l_l","CPTa_prob2l_l","CPTpw_prob2l_l","CPTdw_prob2l_l","CPTa_prob3l_l","CPTpw_prob3l_l","CPTdw_prob3l_l","CPTa_prob0r_l","CPTpw_prob0r_l","CPTdw_prob0r_l","CPTa_prob1r_l","CPTpw_prob1r_l","CPTdw_prob1r_l","CPTa_prob2r_l","CPTpw_prob2r_l","CPTdw_prob2r_l","CPTa_prob3r_l","CPTpw_prob3r_l","CPTdw_prob3r_l","CPTa_prob0l_g","CPTpw_prob0l_g","CPTdw_prob0l_g","CPTa_prob1l_g","CPTpw_prob1l_g","CPTdw_prob1l_g","CPTa_prob2l_g","CPTpw_prob2l_g","CPTdw_prob2l_g","CPTa_prob3l_g","CPTpw_prob3l_g","CPTdw_prob3l_g","CPTa_prob0r_g","CPTpw_prob0r_g","CPTdw_prob0r_g","CPTa_prob1r_g","CPTpw_prob1r_g","CPTdw_prob1r_g","CPTa_prob2r_g","CPTpw_prob2r_g","CPTdw_prob2r_g","CPTa_prob3r_g","CPTpw_prob3r_g","CPTdw_prob3r_g","dw_check_r","dw_check_l"
1,"11/6/2003","12:51:46.3674092",201,"Anonymous","ucf2a",21.6000003814697,"L",0,2,11,"R",38,"R",NA,"",1,4,4,10,0,40,0.620000004768372,0,0.129999995231628,5,0.25,10,0,15,0.490000009536743,0.379999995231628,0.129999995231628,0,93,-26,"ucf2","Ucf2",7,18,1,1,6,1,1,5,3,1,3,0,-6,13,-5,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,10,"Minimum Time Constraints Imposed",184,3.15000009536743,3.19999980926514,3.19999980926514,0.0499997138977051,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,771.772790153333,800.077453613281,771.772766113281,28.3046875,"ucf2",0,1,0,1,1,0,0,"Gain Frame",7,0,15867,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"2/26/2004","14:18:45.3429723",4006,"Anonymous","lucf0",2.70000004768372,"R",0,3,3,"L",38,"R",42,"R",15,4,4,0,0,60,0,-15,0.25,-10,0.5,-5,0.25,0,0,0.129999995231628,0.870000004768372,0,18,-12,"lucf","Lucf0",3,18,2,2,2,1,4,5,5,1,8,0,-5,4,1,1015,NA,NA,NA,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,"Minimum Time Constraints Imposed",39,-5,-5.65000009536743,-5,0.650000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,858.755716205,862.294250488281,855.70751953125,6.58673095703125,"lucf",0,0,1,0,0,0,1,"Loss Frame",18,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"11/6/2003","14:21:14.7851943",204,"Anonymous","ucf2d",40.4000015258789,"R",0,2,9,"L",39,"L",NA,"",2,4,4,40,0,40,0,0,0,5,1,10,0,15,0,0.129999995231628,0.490000009536743,0.379999995231628,6,-6,"ucf2","Ucf2",1,18,2,1,14,1,2,5,3,1,2,0,-11,8,1,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"Minimum Time Constraints Imposed",190,10,11.25,11.25,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,861.246419905,884.417602539062,860.509704589844,23.9078979492188,"ucf2",0,1,1,1,1,0,0,"Gain Frame",1,0,15867,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"11/7/2003","12:50:39.0429785",1061,"Anonymous","ucf1f",19.7999992370605,"R",0,3,17,"R",30,"L",48,"L",2,4,4,10,0,60,0,0,0.620000004768372,5,0.129999995231628,10,0.25,15,0,0.5,0.5,0,27,-54,"ucf1","Ucf1",6,18,1,1,4,1,1,5,5,1,1,0,-14,11,-1,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,10,"Minimum Time Constraints Imposed",178,8.14999961853027,7.5,8.14999961853027,0.649999618530273,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,770.650716308333,810.029724121094,770.289794921875,39.7399291992188,"ucf1",0,1,1,1,1,0,0,"Gain Frame",6,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"2/19/2004","12:02:34.1777741",2046,"Anonymous","lucf0",27.2000007629395,"L",0,3,19,"L",28,"L",55,"R",1,4,4,0,0,60,0.379999995231628,-15,0.620000004768372,-10,0,-5,0,0,0.75,0,0,0.25,79,-32,"lucf","Lucf0",10,18,1,5,10,1,2,3,5,1,2,0,-5,8,-8,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,30,"Minimum Time Constraints Imposed",28,-11.8999996185303,-11.25,-11.25,0.649999618530273,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,722.569629568333,731.969482421875,722.569641113281,9.39984130859375,"lucf",0,0,0,0,0,0,1,"Loss Frame",25,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"11/6/2003","14:56:26.1185159",211,"Anonymous","ucf2a",40.9000015258789,"L",0,2,14,"L",28,"L",NA,"",6,4,4,40,0,40,0,0,0.129999995231628,5,0.870000004768372,10,0,15,0,0.25,0.620000004768372,0.129999995231628,15,-19,"ucf2","Ucf2",5,20,2,7,4,3,1,1,5,1,4,0,-6,9,-3,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,"Minimum Time Constraints Imposed",186,9.35000038146973,9.39999961853027,9.39999961853027,0.0499992370605469,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,896.435308598333,922.971740722656,894.882202148438,28.0895385742188,"ucf2",0,1,0,1,1,0,0,"Gain Frame",5,0,15867,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"2/19/2004","12:29:50.0688624",2051,"Anonymous","lucf0",3.40000009536743,"R",0,3,3,"L",31,"R",44,"R",20,4,4,0,0,60,0,-15,0.129999995231628,-10,0.490000009536743,-5,0.379999995231628,0,0,0.25,0,0.75,12,12,"lucf","Lucf0",6,19,2,1,14,1,2,5,5,1,3,1,-7,12,-1,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",30,-3.75,-2.5,-2.5,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,749.83448104,754.016967773438,746.318115234375,7.6988525390625,"lucf",0,0,1,0,0,0,1,"Loss Frame",21,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"11/7/2003","12:34:17.1053535",1021,"Anonymous","ucf3a",30.2000007629395,"R",0,1,12,"L",NA,"",NA,"",19,4,4,30,0,20,0.5,0,0.25,5,0,10,0.25,15,0.25,0.75,0,0,86,5,"ucf3","Ucf3",1,19,1,1,1,2,2,5,5,1,3,0,9,11,7,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",206,5,3.75,5,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,754.285089225,754.835632324219,743.160705566406,11.6749267578125,"ucf3",0,1,1,1,1,0,0,"Gain Frame",1,0,15897,2003,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"11/7/2003","12:32:13.4926803",1036,"Anonymous","ucf1d",20.8999996185303,"R",0,3,6,"L",16,"R",51,"R",16,4,4,20,0,60,0,0,0.25,5,0.620000004768372,10,0.129999995231628,15,0,0.370000004768372,0.259999990463257,0.370000004768372,20,2,"ucf1","Ucf1",9,27,1,5,2,5,3,3,5,3,2,1,4,9,0,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,"Minimum Time Constraints Imposed",172,9.39999961853027,10,10,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,752.224878005,781.792175292969,744.018737792969,37.7734375,"ucf1",0,1,1,1,1,0,0,"Gain Frame",9,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"2/26/2004","13:04:14.7899860",3001,"Anonymous","ucf0",21.2999992370605,"L",0,3,4,"R",32,"R",57,"R",11,4,4,0,0,60,0,0,0.740000009536743,5,0.129999995231628,10,0.129999995231628,15,0,0.620000004768372,0.379999995231628,0,30,-35,"ucf0","Ucf0",7,20,2,7,6,2,2,4,3,1,2,0,-9,11,5,NA,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,20,"Unconstrained",123,6.94999980926514,6.90000009536743,6.94999980926514,0.0499997138977051,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,784.246499766667,796.468872070312,780.074829101562,16.39404296875,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"3/3/2004","12:46:39.8198522",7002,"Anonymous","ucf0",10.8000001907349,"R",0,3,3,"L",31,"R",49,"R",12,4,4,0,0,60,0,0,0.370000004768372,5,0.259999990463257,10,0.370000004768372,15,0,0.25,0.5,0.25,19,-36,"ucf0","Ucf0",9,20,1,1,4,2,2,5,5,1,2,1,6,11,-4,NA,2010,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,10,"Unconstrained",135,10,10,10,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,766.663664203333,777.880249023438,765.013427734375,12.8668212890625,"ucf0",0,0,1,1,1,0,0,"Gain Frame",9,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"2/19/2004","12:06:27.0285939",2045,"Anonymous","lucf0",25.3999996185303,"L",0,3,8,"L",35,"R",45,"R",26,4,4,0,0,60,0,-15,0.370000004768372,-10,0.259999990463257,-5,0.370000004768372,0,0,0.25,0.620000004768372,0.129999995231628,20,-29,"lucf","Lucf0",2,19,2,1,5,1,1,5,5,1,1,0,-5,14,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,30,"Minimum Time Constraints Imposed",27,-5,-5.59999990463257,-5,0.599999904632568,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,726.450476565,734.566101074219,719.673156738281,14.8929443359375,"lucf",0,0,0,0,0,0,1,"Loss Frame",17,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"3/16/2004","12:12:52.7335098",8004,"Anonymous","ucf0",2.59999990463257,"L",0,3,5,"R",27,"L",49,"R",59,4,4,0,0,60,0.129999995231628,0,0.870000004768372,5,0,10,0,15,0.370000004768372,0.370000004768372,0,0.259999990463257,52,25,"ucf0","Ucf0",4,22,2,2,1,4,1,3,3,1,2,0,-7,14,-10,NA,2011,NA,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"Unconstrained",157,4.34999990463257,5.75,5.75,1.40000009536743,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,732.87889183,732.931518554688,725.841186523438,7.09033203125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",4,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"3/16/2004","10:53:35.6978162",9003,"Anonymous","lucf0",8,"R",0,3,7,"L",28,"L",56,"R",35,4,4,0,0,60,0.25,-15,0.620000004768372,-10,0.129999995231628,-5,0,0,0.370000004768372,0.259999990463257,0.370000004768372,0,72,-16,"lucf","Lucf0",5,20,2,1,4,3,3,5,5,1,2,0,-1,10,-13,24,NA,NA,NA,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,10,"Minimum Time Constraints Imposed",49,-10.6000003814697,-10,-10,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,653.594963603333,657.066528320312,648.826293945312,8.240234375,"lucf",0,0,1,0,0,0,1,"Loss Frame",20,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"11/7/2003","12:47:51.8704894",1006,"Anonymous","ucf2g",50.7999992370605,"R",0,2,17,"L",21,"L",NA,"",33,4,4,50,0,40,0,0,0,5,0.75,10,0.25,15,0.129999995231628,0,0.25,0.620000004768372,40,23,"ucf2","Ucf2",2,18,2,4,2,1,2,5,5,1,2,0,0,12,-2,NA,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,"Minimum Time Constraints Imposed",193,11.25,11.8000001907349,11.8000001907349,0.550000190734863,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,767.864508156667,770.662353515625,746.370910644531,24.2914428710938,"ucf2",0,1,1,1,1,0,0,"Gain Frame",2,0,15897,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"11/7/2003","15:35:02.5122762",1033,"Anonymous","ucf0",5.19999980926514,"L",0,3,12,"L",23,"R",42,"R",56,4,4,0,0,60,0.25,0,0.75,5,0,10,0,15,0.379999995231628,0,0.620000004768372,0,66,40,"ucf0","Ucf0",9,19,2,1,4,1,2,5,5,1,1,0,-5,15,2,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,10,"Unconstrained",118,3.75,6.19999980926514,6.19999980926514,2.44999980926514,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,935.04187127,935.303588867188,920.406494140625,14.8970947265625,"ucf0",0,0,0,1,1,0,0,"Gain Frame",9,0,15897,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"3/3/2004","13:34:15.5039359",7010,"Anonymous","ucf0",11.8999996185303,"R",0,3,8,"R",28,"R",50,"L",6,4,4,0,0,60,0.75,0,0,5,0,10,0.25,15,0.620000004768372,0,0.379999995231628,0,91,4,"ucf0","Ucf0",1,23,1,1,3,3,2,5,3,1,3,1,-4,8,-7,NA,2024,NA,NA,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,10,"Unconstrained",143,3.75,3.79999995231628,3.79999995231628,0.0499999523162842,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,814.258398931667,822.485595703125,813.410217285156,9.07537841796875,"ucf0",0,0,1,1,1,0,0,"Gain Frame",1,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"11/6/2003","15:35:58.7833050",23,"Anonymous","ucf0",2.90000009536743,"L",0,3,20,"L",28,"L",52,"R",17,4,4,0,0,60,0.129999995231628,0,0.740000009536743,5,0,10,0.129999995231628,15,0,1,0,0,50,-41,"ucf0","Ucf0",7,18,1,9,6,1,2,3,3,1,2,0,-2,18,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Unconstrained",108,5.65000009536743,5,5.65000009536743,0.650000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,935.97972175,939.025085449219,933.802612304688,5.22247314453125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,15867,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"11/7/2003","14:25:39.3811770",1053,"Anonymous","ucf0",8,"R",0,3,4,"R",26,"R",49,"R",17,4,4,0,0,60,0.129999995231628,0,0.740000009536743,5,0,10,0.129999995231628,15,0,1,0,0,50,-41,"ucf0","Ucf0",4,19,1,2,4,1,2,3,4,1,3,0,-11,13,-10,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,10,"Unconstrained",121,5.65000009536743,5,5.65000009536743,0.650000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,865.65635295,868.974426269531,863.372192382812,5.60223388671875,"ucf0",0,0,1,1,1,0,0,"Gain Frame",4,0,15897,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"3/16/2004","11:46:16.9683035",8003,"Anonymous","ucf0",9.10000038146973,"L",0,3,4,"R",27,"R",58,"L",1,4,4,0,0,60,0.379999995231628,0,0.620000004768372,5,0,10,0,15,0.75,0,0,0.25,79,-32,"ucf0","Ucf0",9,19,2,1,5,1,1,5,5,1,1,0,-5,14,0,NA,2045,NA,305,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,10,"Unconstrained",156,3.09999990463257,3.75,3.75,0.650000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,706.282805058333,709.798400878906,706.282775878906,3.515625,"ucf0",0,0,0,1,1,0,0,"Gain Frame",9,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"2/19/2004","12:11:06.5305909",2046,"Anonymous","lucf0",5.5,"R",0,3,19,"L",28,"L",55,"R",53,4,4,0,0,60,0.129999995231628,-15,0,-10,0.870000004768372,-5,0,0,0.25,0,0.5,0.25,55,39,"lucf","Lucf0",10,18,1,5,10,1,2,3,5,1,2,0,-5,8,-8,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,"Minimum Time Constraints Imposed",28,-6.30000019073486,-6.25,-6.25,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,731.108843181667,731.969482421875,722.569641113281,9.39984130859375,"lucf",0,0,1,0,0,0,1,"Loss Frame",25,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
