"task","date","clock","id","name","expid","time","choice","itime","nprizes","pick1","choice1","pick2","choice2","pick3","choice3","task_","prizesL","prizesR","minT","maxT","Nlotteries","P0left","prize0","P1left","prize1","P2left","prize2","P3left","prize3","P0right","P1right","P2right","P3right","pairs","recency","ExpID","session","endowment","Age","sex","race","major","student","highest","father","mother","citizen","gpa","Smoke","loc_c","loc_i","loc_p","ucf0","lucf0","mucf0","ucf123","experienced","Female","Black","Asian","Hispanic","Over22","Business","Freshman","Sophomore","Junior","Senior","Graduate","EdExpect","EdFather","EdMother","Citizen","GPAhi","GPAlow","ExcessTime","timed","ID","evL","evR","ev","evDIFF","Wedding","Random","choice_","Race","Major","Student","Highest","Father","Mother","Citizens","Foreign","Marital","Married","GPA","nhhd","Houseincome","Hincome","Parentincome","Pincome","Fulltime","Asmoked","KnowBet","KnowWorldCup","Political","ra","loss","mixed","Clock","timeMAX","timeMIN","timetaken","experiment","random","evinfo","Choices","gain","Gain","Mixed","Loss","Frame","Endowment","stake","Date","Year","new","Nlott20","Nlott40","core","ll","ll_eut","ll_pt","p_eut","p_pt","RDa_prob0l_","RDpw_prob0l","RDdw_prob0l","RDa_prob1l_","RDpw_prob1l","RDdw_prob1l","RDa_prob2l_","RDpw_prob2l","RDdw_prob2l","RDa_prob3l_","RDpw_prob3l","RDdw_prob3l","RDa_prob0r_","RDpw_prob0r","RDdw_prob0r","RDa_prob1r_","RDpw_prob1r","RDdw_prob1r","RDa_prob2r_","RDpw_prob2r","RDdw_prob2r","RDa_prob3r_","RDpw_prob3r","RDdw_prob3r","CPTa_prob0l_l","CPTpw_prob0l_l","CPTdw_prob0l_l","CPTa_prob1l_l","CPTpw_prob1l_l","CPTdw_prob1l_l","CPTa_prob2l_l","CPTpw_prob2l_l","CPTdw_prob2l_l","CPTa_prob3l_l","CPTpw_prob3l_l","CPTdw_prob3l_l","CPTa_prob0r_l","CPTpw_prob0r_l","CPTdw_prob0r_l","CPTa_prob1r_l","CPTpw_prob1r_l","CPTdw_prob1r_l","CPTa_prob2r_l","CPTpw_prob2r_l","CPTdw_prob2r_l","CPTa_prob3r_l","CPTpw_prob3r_l","CPTdw_prob3r_l","CPTa_prob0l_g","CPTpw_prob0l_g","CPTdw_prob0l_g","CPTa_prob1l_g","CPTpw_prob1l_g","CPTdw_prob1l_g","CPTa_prob2l_g","CPTpw_prob2l_g","CPTdw_prob2l_g","CPTa_prob3l_g","CPTpw_prob3l_g","CPTdw_prob3l_g","CPTa_prob0r_g","CPTpw_prob0r_g","CPTdw_prob0r_g","CPTa_prob1r_g","CPTpw_prob1r_g","CPTdw_prob1r_g","CPTa_prob2r_g","CPTpw_prob2r_g","CPTdw_prob2r_g","CPTa_prob3r_g","CPTpw_prob3r_g","CPTdw_prob3r_g","dw_check_r","dw_check_l"
9,"3/18/2004","13:43:26.3536114",5051,"Anonymous","mucf0",16.2000007629395,"R",0,3,18,"R",24,"L",56,"R",9,4,4,0,0,60,0,-8,0.75,-3,0,3,0.25,8,0,0.620000004768372,0.379999995231628,0,31,-4,"mucf","Mucf0",5,24,2,1,4,4,2,2,2,1,4,0,-6,8,-5,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,20,"Minimum Time Constraints Imposed",95,-0.25,-0.720000028610229,-0.25,0.470000028610229,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,823.439226856667,832.400634765625,821.452270507812,10.9483642578125,"mucf",0,0,1,0,0,1,0,"Mixed Frame",13,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"2/26/2004","13:56:15.1016945",5019,"Anonymous","mucf0",8.5,"R",0,3,8,"L",39,"L",57,"R",33,4,4,0,0,60,0.75,-8,0,-3,0,3,0.25,8,0.379999995231628,0.620000004768372,0,0,79,32,"mucf","Mucf0",3,20,2,1,5,4,3,3,5,1,1,0,-7,13,-8,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,10,"Minimum Time Constraints Imposed",77,-4,-4.90000009536743,-4,0.900000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,836.251694908333,841.131225585938,828.535095214844,12.5961303710938,"mucf",0,0,1,0,0,1,0,"Mixed Frame",11,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"2/26/2004","15:12:07.0817578",5036,"Anonymous","mucf0",10.6999998092651,"R",0,3,15,"R",27,"L",47,"R",45,4,4,0,0,60,0.129999995231628,-8,0.870000004768372,-3,0,3,0,8,0.25,0.5,0.25,0,58,4,"mucf","Mucf0",5,18,2,1,9,1,2,5,4,1,2,0,-16,8,2,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10,"Minimum Time Constraints Imposed",92,-3.65000009536743,-2.75,-2.75,0.900000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,912.118029296667,917.769714355469,896.841247558594,20.928466796875,"mucf",0,0,1,0,0,1,0,"Mixed Frame",13,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"6/1/2006","16:17:30.9044592",7003,"Anonymous","mucf0",6.90000009536743,"R",0,3,15,"L",41,"L",55,"R",4,4,4,0,0,60,0.379999995231628,-8,0,-3,0.620000004768372,3,0,8,0.490000009536743,0,0.129999995231628,0.379999995231628,NA,NA,"mucf","",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,10,"Minimum Time Constraints Imposed",20028,-1.17999994754791,-0.490000128746033,-0.490000128746033,0.68999981880188,1,0,1,1,2,5,2,5,3,1,2,1,0,3,1,1,0,3,0,0,NA,2,1,2,6,0,1,977.51507432,986.740661621094,977.063110351562,9.67755126953125,"mucf",0,0,1,0,0,1,0,"Mixed Frame",14,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"2/26/2004","13:45:42.4470485",5017,"Anonymous","mucf0",5.5,"R",0,3,6,"L",28,"R",41,"L",57,4,4,0,0,60,0.129999995231628,-8,0.25,-3,0.620000004768372,3,0,8,0,0.5,0.5,0,28,50,"mucf","Mucf0",6,19,1,2,14,2,2,3,3,1,4,0,-4,10,-6,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,"Minimum Time Constraints Imposed",75,0.0700000524520874,0,0.0700000524520874,0.0700000524520874,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,825.707450808333,826.631652832031,815.294006347656,11.337646484375,"mucf",0,0,1,0,0,1,0,"Mixed Frame",14,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"6/1/2006","14:32:10.6123906",6003,"Anonymous","mucf0",6.19999980926514,"L",0,3,7,"L",24,"R",48,"R",52,4,4,0,0,60,0,-8,0.25,-3,0.25,3,0.5,8,0,0.129999995231628,0.620000004768372,0.25,NA,NA,"mucf","",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,"Minimum Time Constraints Imposed",20003,4,3.47000002861023,4,0.529999971389771,1,0,-1,1,9,3,2,4,4,1,2,1,0,2,1,1,0,9,0,0,NA,2,2,4,8,0,1,872.176873176667,873.2138671875,863.304443359375,9.909423828125,"mucf",0,0,0,0,0,1,0,"Mixed Frame",16,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"2/26/2004","13:14:55.1402846",5008,"Anonymous","mucf0",9.19999980926514,"R",0,3,18,"L",36,"L",54,"L",40,4,4,0,0,60,0.490000009536743,-8,0,-3,0.129999995231628,3,0.379999995231628,8,0.379999995231628,0,0.620000004768372,0,81,36,"mucf","Mucf0",8,24,2,9,4,4,1,3,5,3,3,0,1,10,4,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,10,"Minimum Time Constraints Imposed",66,-0.490000128746033,-1.17999994754791,-0.490000128746033,0.68999981880188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,794.919004743333,797.545227050781,786.576477050781,10.96875,"mucf",0,0,1,0,0,1,0,"Mixed Frame",16,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"6/1/2006","14:31:16.7207697",6020,"Anonymous","mucf0",10,"R",0,3,5,"L",21,"R",48,"L",35,4,4,0,0,60,0.25,-8,0.620000004768372,-3,0.129999995231628,3,0,8,0.370000004768372,0.259999990463257,0.370000004768372,0,NA,NA,"mucf","",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,10,"Minimum Time Constraints Imposed",20020,-3.47000002861023,-2.63000011444092,-2.63000011444092,0.839999914169312,1,0,1,6,11,5,3,6,3,1,2,1,0,2,1,1,0,9,0,0,NA,1,2,2,10,0,1,871.278679495,874.730712890625,864.667785644531,10.0629272460938,"mucf",0,0,1,0,0,1,0,"Mixed Frame",18,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"6/1/2006","14:28:54.0441074",6024,"Anonymous","mucf0",19.2000007629395,"L",0,3,15,"L",32,"R",51,"L",17,4,4,0,0,60,0.129999995231628,-8,0.740000009536743,-3,0,3,0.129999995231628,8,0,1,0,0,NA,NA,"mucf","",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,20,"Minimum Time Constraints Imposed",20024,-2.22000002861023,-3,-2.22000002861023,0.779999971389771,1,0,-1,8,4,4,2,5,6,1,2,1,0,3,3,2,0,8,1,0,NA,1,1,1,6,0,1,868.900735123333,876.965759277344,864.574951171875,12.3908081054688,"mucf",0,0,0,0,0,1,0,"Mixed Frame",14,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"2/26/2004","13:49:53.1348979",5019,"Anonymous","mucf0",19.5,"L",0,3,8,"L",39,"L",57,"R",6,4,4,0,0,60,0.75,-8,0,-3,0,3,0.25,8,0.620000004768372,0,0.379999995231628,0,91,4,"mucf","Mucf0",3,20,2,1,5,4,3,3,5,1,1,0,-7,13,-8,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,20,"Minimum Time Constraints Imposed",77,-4,-3.82000017166138,-3.82000017166138,0.179999828338623,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,829.885581631667,841.131225585938,828.535095214844,12.5961303710938,"mucf",0,0,0,0,0,1,0,"Mixed Frame",11,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"6/1/2006","14:27:23.8894615",6005,"Anonymous","mucf0",10.6999998092651,"L",0,3,6,"L",31,"R",56,"R",11,4,4,0,0,60,0,-8,0.740000009536743,-3,0.129999995231628,3,0.129999995231628,8,0,0.620000004768372,0.379999995231628,0,NA,NA,"mucf","",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,10,"Minimum Time Constraints Imposed",20005,-0.790000081062317,-0.720000028610229,-0.720000028610229,0.0700000524520874,1,0,-1,4,4,2,2,2,3,1,2,1,0,3,1,1,0,1,0,0,NA,2,2,3,6,0,1,867.398157691667,873.157531738281,864.863525390625,8.29400634765625,"mucf",0,0,0,0,0,1,0,"Mixed Frame",14,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"2/26/2004","15:15:02.0783978",5036,"Anonymous","mucf0",7.5,"L",0,3,15,"R",27,"L",47,"R",53,4,4,0,0,60,0.129999995231628,-8,0,-3,0.870000004768372,3,0,8,0.25,0,0.5,0.25,55,39,"mucf","Mucf0",5,18,2,1,9,1,2,5,4,1,2,0,-16,8,2,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10,"Minimum Time Constraints Imposed",92,1.57000005245209,1.5,1.57000005245209,0.0700000524520874,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,915.034639963333,917.769714355469,896.841247558594,20.928466796875,"mucf",0,0,0,0,0,1,0,"Mixed Frame",13,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"6/1/2006","16:53:42.5822504",7005,"Anonymous","mucf0",39.7999992370605,"L",0,3,12,"L",38,"L",43,"R",34,4,4,0,0,60,0.370000004768372,-8,0.370000004768372,-3,0,3,0.259999990463257,8,0.129999995231628,0.870000004768372,0,0,NA,NA,"mucf","",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,40,"Minimum Time Constraints Imposed",20030,-1.99000012874603,-3.65000009536743,-1.99000012874603,1.6599999666214,1,0,-1,1,2,5,2,4,4,1,2,1,0,2,1,2,0,7,1,0,NA,1,2,2,7,0,1,1013.70970417333,1017.6552734375,1001.88293457031,15.7723388671875,"mucf",0,0,0,0,0,1,0,"Mixed Frame",15,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"6/1/2006","16:45:20.4137613",7023,"Anonymous","mucf0",1.5,"R",0,3,9,"R",26,"R",46,"L",53,4,4,0,0,60,0.129999995231628,-8,0,-3,0.870000004768372,3,0,8,0.25,0,0.5,0.25,NA,NA,"mucf","",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Minimum Time Constraints Imposed",20048,1.57000005245209,1.5,1.57000005245209,0.0700000524520874,1,0,1,1,14,2,1,1,3,1,2,1,0,2,5,6,0,9,0,0,NA,2,2,4,8,0,1,1005.340229355,1005.69854736328,1002.83978271484,2.8587646484375,"mucf",0,0,1,0,0,1,0,"Mixed Frame",16,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"6/1/2006","14:28:29.9105015",6021,"Anonymous","mucf0",10.5,"R",0,3,12,"R",28,"R",51,"R",14,4,4,0,0,60,0.25,-8,0,-3,0.5,3,0.25,8,0.129999995231628,0,0.870000004768372,0,NA,NA,"mucf","",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,10,"Minimum Time Constraints Imposed",20021,1.5,1.57000005245209,1.57000005245209,0.0700000524520874,1,0,1,8,4,4,3,3,6,1,2,1,0,3,1,1,0,7,1,0,NA,2,2,3,9,0,1,868.498508358333,878.4013671875,865.503723144531,12.8976440429688,"mucf",0,0,1,0,0,1,0,"Mixed Frame",17,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"6/1/2006","16:42:55.0884266",7023,"Anonymous","mucf0",1,"R",0,3,9,"R",26,"R",46,"L",4,4,4,0,0,60,0.379999995231628,-8,0,-3,0.620000004768372,3,0,8,0.490000009536743,0,0.129999995231628,0.379999995231628,NA,NA,"mucf","",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Minimum Time Constraints Imposed",20048,-1.17999994754791,-0.490000128746033,-0.490000128746033,0.68999981880188,1,0,1,1,14,2,1,1,3,1,2,1,0,2,5,6,0,9,0,0,NA,2,2,4,8,0,1,1002.91814044333,1005.69854736328,1002.83978271484,2.8587646484375,"mucf",0,0,1,0,0,1,0,"Mixed Frame",16,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"2/26/2004","14:23:23.0722596",5025,"Anonymous","mucf0",8.10000038146973,"L",0,3,7,"R",36,"R",58,"R",44,4,4,0,0,60,0,-8,0,-3,1,3,0,8,0.129999995231628,0,0.25,0.620000004768372,41,21,"mucf","Mucf0",4,19,2,2,14,1,3,5,5,1,2,0,-4,9,-2,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,10,"Minimum Time Constraints Imposed",82,3,4.67000007629395,4.67000007629395,1.67000007629395,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,863.38453766,866.816833496094,851.881774902344,14.93505859375,"mucf",0,0,0,0,0,1,0,"Mixed Frame",12,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"2/26/2004","14:39:32.1201900",5031,"Anonymous","mucf0",11.8999996185303,"L",0,3,11,"L",29,"R",49,"L",50,4,4,0,0,60,0,-8,0,-3,0.620000004768372,3,0.379999995231628,8,0.129999995231628,0,0.129999995231628,0.740000009536743,2,18,"mucf","Mucf0",2,19,2,1,4,2,1,5,5,1,3,0,4,12,-5,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,10,"Minimum Time Constraints Imposed",87,4.90000009536743,5.26999998092651,5.26999998092651,0.369999885559082,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,879.5353365,880.877868652344,869.532287597656,11.3455810546875,"mucf",0,0,0,0,0,1,0,"Mixed Frame",10,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"2/26/2004","15:03:36.6339408",5034,"Anonymous","mucf0",9.69999980926514,"R",0,3,13,"L",28,"R",52,"R",37,4,4,0,0,60,0,-8,0.870000004768372,-3,0.129999995231628,3,0,8,0.129999995231628,0.620000004768372,0.25,0,48,-2,"mucf","Mucf0",10,19,2,1,14,1,2,5,5,1,3,0,0,12,1,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,10,"Minimum Time Constraints Imposed",90,-2.22000002861023,-2.15000009536743,-2.15000009536743,0.0699999332427979,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,903.61056568,907.529052734375,895.230590820312,12.2984619140625,"mucf",0,0,1,0,0,1,0,"Mixed Frame",18,8,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"6/1/2006","14:26:18.1334743",6023,"Anonymous","mucf0",17.2000007629395,"L",0,3,11,"L",27,"R",52,"L",5,4,4,0,0,60,0,-8,0.25,-3,0.5,3,0.25,8,0,0.129999995231628,0.740000009536743,0.129999995231628,NA,NA,"mucf","",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,20,"Minimum Time Constraints Imposed",20023,2.75,2.86999988555908,2.86999988555908,0.119999885559082,1,0,-1,7,14,3,1,5,5,1,2,1,0,2,1,1,0,7,1,0,NA,2,1,1,2,0,1,866.302224571667,875.431091308594,865.511108398438,9.91998291015625,"mucf",0,0,0,0,0,1,0,"Mixed Frame",10,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"6/1/2006","16:55:13.3113365",7008,"Anonymous","mucf0",5.19999980926514,"R",0,3,7,"R",38,"R",42,"L",53,4,4,0,0,60,0.129999995231628,-8,0,-3,0.870000004768372,3,0,8,0.25,0,0.5,0.25,NA,NA,"mucf","",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,10,"Minimum Time Constraints Imposed",20033,1.57000005245209,1.5,1.57000005245209,0.0700000524520874,1,0,1,1,13,4,3,2,5,2,2,1,0,1,1,1,0,3,0,0,NA,2,2,3,4,0,1,1015.22185560833,1016.15625,1002.62683105469,13.5294189453125,"mucf",0,0,1,0,0,1,0,"Mixed Frame",12,8,16807,2006,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
